Dist to GSO,Time,Hex,DS Type,Flight #,Aircraft_Reg,Aircraft_Type,Altitude Baro,Altitude Geom,Ground Speed,Track,Baro Rate,Squawk,Emergency,Category,Latitude,Longitude,NIC Navigation Integrity Category,RC Navigation Accuracy Category,Seen Position,Version,NIC Baro,NAC P,NAC V,SIL Source Integrity Level ,SIL Type,GVA,SDA System Design Assurance,Alert,SPI,MLAT,TISB,Messages,Seen,RSSI
6.125382916675847,000000Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,457.1,219.05,0,7036,none,A3,36.171694,-79.850269,8,186,0.085,2,1,9,1,3,perhour,2,2,0,0,[],[],34933397,0.0,-10.3
7.652958523046394,000000Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2700,2975,145.7,225.56,-832,4036,none,A5,36.186079,-79.823505,8,186,0.239,2,1,10,1,3,perhour,2,2,0,0,[],[],24955996,0.0,-9.9
5.54447978031921,000005Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,457.1,219.05,0,7036,none,A3,36.164154,-79.857845,8,186,0.411,2,1,9,1,3,perhour,2,2,0,0,[],[],34933446,0.0,-10.7
7.465259646539407,000005Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2650,2900,139.3,225.87,-960,4036,none,A5,36.183929,-79.826317,8,186,0.136,2,1,10,1,3,perhour,2,2,0,0,[],[],24956039,0.0,-5.7
4.860991514595658,000010Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,457.1,219.05,0,7036,none,A3,36.155261,-79.866749,8,186,0.01,2,1,9,1,3,perhour,2,2,0,0,[],[],34933497,0.0,-9.8
7.27791080666403,000010Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2550,2800,135.1,225.9,-1152,4036,none,A5,36.181732,-79.829063,8,186,0.405,2,1,10,1,3,perhour,2,2,0,0,[],[],24956078,0.0,-7.8
4.256727521108132,000015Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,457.1,219.05,0,7036,none,A3,36.147394,-79.874638,8,186,0.333,2,1,9,1,3,perhour,2,2,0,0,[],[],34933540,0.1,-7.1
7.091850841758162,000015Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2475,2725,130.1,225.62,-896,4036,none,A5,36.179561,-79.831803,8,186,0.25,2,1,10,1,3,perhour,2,2,0,0,[],[],24956122,0.0,-9.6
3.6159896032129026,000020Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,456.4,219.13,0,7036,none,A3,36.139014,-79.882994,8,186,0.113,2,1,9,1,3,perhour,2,2,0,0,[],[],34933588,0.0,-9.2
6.918671115762735,000020Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2400,2650,125.9,225.64,-576,4036,none,A5,36.177567,-79.834385,8,186,0.264,2,1,10,1,3,perhour,2,2,0,0,[],[],24956165,0.2,-7.9
2.951744763102895,000025Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,457.1,219.05,0,7036,none,A3,36.130325,-79.89172,8,186,0.0,2,1,9,1,3,perhour,2,2,0,0,[],[],34933633,0.0,-11.4
6.74299119910512,000025Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2350,2575,118.8,225.68,-576,4036,none,A5,36.175507,-79.83696,8,186,0.192,2,1,10,1,3,perhour,2,2,0,0,[],[],24956210,0.2,-10.5
2.3778336796977575,000030Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,457.1,219.05,0,7036,none,A3,36.122768,-79.899298,8,186,0.291,2,1,9,1,3,perhour,2,2,0,0,[],[],34933682,0.3,-17.6
6.572621643795577,000030Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2325,2550,115.3,225.35,-576,4036,none,A5,36.17351,-79.839458,8,186,0.0,2,1,10,1,3,perhour,2,2,0,0,[],[],24956254,0.0,-9.7
1.7509530921850962,000035Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32000,33650,457.1,219.05,64,7036,none,A3,36.114388,-79.907655,8,186,0.204,2,1,9,1,3,perhour,2,2,0,0,[],[],34933731,0.1,-14.7
6.421415389051394,000035Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2275,2500,113.1,225.72,-384,4036,none,A5,36.171741,-79.841679,8,186,0.169,2,1,10,1,3,perhour,2,2,0,0,[],[],24956298,0.1,-10.0
1.1459808846562698,000040Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32025,33650,457.6,218.52,320,7036,none,A3,36.105972,-79.915981,8,186,0.178,2,1,9,1,3,perhour,2,2,0,0,[],[],34933772,0.1,-11.5
6.280316312148538,000040Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2250,2475,111.7,225.73,-320,4036,none,A5,36.170105,-79.843769,8,186,0.558,2,1,10,1,3,perhour,2,2,0,0,[],[],24956336,0.2,-10.1
0.6472966075505842,000045Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32050,33675,458.4,217.64,448,7036,none,A3,36.097583,-79.923959,8,186,0.08,2,1,9,1,3,perhour,2,2,0,0,[],[],34933818,0.0,-9.7
6.114310166488768,000045Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2200,2425,112.5,226.08,-576,4036,none,A5,36.168182,-79.84623,8,186,0.109,2,1,10,1,3,perhour,2,2,0,0,[],[],24956372,0.0,-5.0
0.5670096758006179,000050Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32100,33725,459.0,216.5,576,7036,none,A3,36.089722,-79.931145,8,186,0.483,2,1,9,1,3,perhour,2,2,0,0,[],[],34933862,0.2,-16.2
5.965991416054131,000050Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2175,2400,113.1,225.72,-448,4036,none,A5,36.166443,-79.848404,8,186,0.575,2,1,10,1,3,perhour,2,2,0,0,[],[],24956413,0.4,-13.8
1.0344024957941693,000055Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32150,33775,458.9,215.42,704,7036,none,A3,36.080591,-79.939212,8,186,0.264,2,1,9,1,3,perhour,2,2,0,0,[],[],34933913,0.0,-16.7
5.807828077935643,000055Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2125,2350,113.1,225.72,-640,4036,none,A5,36.164612,-79.85075,8,186,0.106,2,1,10,1,3,perhour,2,2,0,0,[],[],24956453,0.0,-7.0
1.5957210416704843,000100Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32200,33850,458.5,214.24,1088,7036,none,A3,36.072189,-79.946308,8,186,0.413,2,1,9,1,3,perhour,2,2,0,0,[],[],34933959,0.2,-19.7
5.637457396683809,000100Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2075,2300,113.8,225.36,-576,4036,none,A5,36.162616,-79.853249,8,186,0.0,2,1,10,1,3,perhour,2,2,0,0,[],[],24956491,0.0,-8.1
2.2477376093580235,000105Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32300,33950,457.9,213.24,1216,7036,none,A3,36.062805,-79.953918,8,186,0.025,2,1,9,1,3,perhour,2,2,0,0,[],[],34934012,0.0,-12.0
5.490226470295093,000105Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,2025,2250,113.1,225.72,-512,4036,none,A5,36.160894,-79.855412,8,186,0.303,2,1,10,1,3,perhour,2,2,0,0,[],[],24956530,0.0,-14.9
2.836472426104177,000110Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32400,34050,456.1,212.19,1152,7036,none,A3,36.054382,-79.960483,8,186,0.432,2,1,9,1,3,perhour,2,2,0,0,[],[],34934057,0.2,-18.9
5.327072647339643,000110Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1975,2200,113.1,225.72,-704,4036,none,A5,36.158985,-79.857808,8,186,0.166,2,1,10,1,3,perhour,2,2,0,0,[],[],24956565,0.0,-9.4
3.4757834477593894,000115Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32500,34150,455.8,211.18,1152,7036,none,A3,36.045212,-79.967379,8,186,0.211,2,1,9,1,3,perhour,2,2,0,0,[],[],34934104,0.1,-7.6
5.173345159754053,000115Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1925,2150,113.9,226.07,-512,4036,none,A5,36.157196,-79.860077,8,186,0.268,2,1,10,1,3,perhour,2,2,0,0,[],[],24956602,0.1,-10.8
4.130628166579509,000120Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32575,34225,455.4,210.34,1088,7036,none,A3,36.035761,-79.974216,8,186,0.113,2,1,9,1,3,perhour,2,2,0,0,[],[],34934153,0.1,-11.3
5.009267334192034,000120Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1875,2075,113.9,226.78,-704,4036,none,A5,36.155319,-79.862537,8,186,0.075,2,1,10,1,3,perhour,2,2,0,0,[],[],24956635,0.1,-5.2
4.734845574203536,000125Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32675,34325,455.0,209.49,1088,7036,none,A3,36.026962,-79.980297,8,186,0.283,2,1,9,1,3,perhour,2,2,0,0,[],[],34934200,0.2,-11.6
4.855417554238829,000125Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1825,2050,113.9,226.78,-576,4036,none,A5,36.153539,-79.86482,8,186,0.235,2,1,10,1,3,perhour,2,2,0,0,[],[],24956679,0.1,-7.2
5.390152864739238,000130Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32775,34425,453.2,208.32,1152,7036,none,A3,36.017349,-79.986706,8,186,0.163,2,1,9,1,3,perhour,2,2,0,0,[],[],34934244,0.0,-14.5
4.700090716253206,000130Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1775,1975,113.2,226.43,-512,4036,none,A5,36.15177,-79.867158,8,186,0.242,2,1,10,1,3,perhour,2,2,0,0,[],[],24956719,0.0,-7.0
5.981429361759618,000135Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32850,34500,453.1,207.47,1216,7036,none,A3,36.008606,-79.992313,8,186,0.301,2,1,9,1,3,perhour,2,2,0,0,[],[],34934292,0.0,-13.2
4.550809186265264,000135Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1750,1950,113.9,226.07,-512,4036,none,A5,36.150047,-79.869378,8,186,0.358,2,1,10,1,3,perhour,2,2,0,0,[],[],24956760,0.0,-6.9
6.62198868521021,000140Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,32975,34650,451.7,206.28,1216,7036,none,A3,35.999039,-79.99815,8,186,0.197,2,1,9,1,3,perhour,2,2,0,0,[],[],34934341,0.1,-10.9
4.374527285544368,000140Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1700,1900,113.2,226.43,-512,4036,none,A5,36.147995,-79.871979,8,186,0.0,2,1,10,1,3,perhour,2,2,0,0,[],[],24956797,0.0,-6.3
7.2723418654717324,000145Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,33100,34775,450.4,205.37,1472,7036,none,A3,35.989256,-80.003902,8,186,0.035,2,1,9,1,3,perhour,2,2,0,0,[],[],34934390,0.0,-12.7
4.224152542997413,000145Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1650,1850,113.9,226.07,-576,4036,none,A5,36.146255,-79.87421,8,186,0.037,2,1,10,1,3,perhour,2,2,0,0,[],[],24956833,0.0,-4.5
7.89546670053366,000150Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,33225,34900,448.9,204.34,1536,7036,none,A3,35.979806,-80.00922,8,186,0.074,2,1,9,1,3,perhour,2,2,0,0,[],[],34934439,0.0,-10.5
4.065970797537972,000150Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1600,1800,113.2,226.43,-768,4036,none,A5,36.144424,-79.876556,8,186,0.004,2,1,10,1,3,perhour,2,2,0,0,[],[],24956872,0.0,-6.5
8.516780019470499,000155Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,33325,35000,447.5,203.3,1408,7036,none,A3,35.970291,-80.014286,8,186,0.056,2,1,9,1,3,perhour,2,2,0,0,[],[],34934482,0.0,-8.3
3.923882611645063,000155Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1550,1750,113.2,226.43,-704,4036,none,A5,36.142785,-79.87867,8,186,0.666,2,1,10,1,3,perhour,2,2,0,0,[],[],24956910,0.0,-6.7
9.652004273918894,000155Z,ac8289,adsb_icao,JBU291  ,N905JB,A321,34025,35675,431.4,216.23,0,3475,none,A3,36.224854,-79.815388,8,186,0.006,2,1,10,2,3,perhour,2,2,0,0,[],[],45767895,0.0,-12.8
9.1107513559509,000200Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,33450,35125,446.6,202.37,1280,7036,none,A3,35.961138,-80.018979,8,186,0.229,2,1,9,1,3,perhour,2,2,0,0,[],[],34934527,0.0,-15.1
3.748643304572836,000200Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1500,1700,113.1,225.72,-640,4036,none,A5,36.140783,-79.8813,8,186,0.0,2,1,10,1,3,perhour,2,2,0,0,[],[],24956952,0.0,-8.3
9.077715222932294,000200Z,ac8289,adsb_icao,JBU291  ,N905JB,A321,34025,35675,430.8,216.13,0,3475,none,A3,36.217117,-79.822369,8,186,0.229,2,1,10,2,3,perhour,2,2,0,0,[],[],45767940,0.1,-8.0
9.764357172104525,000205Z,a91b2b,adsb_icao,TAI585  ,N686TA,A320,33550,35225,444.9,202.18,1088,7036,none,A3,35.951019,-80.024014,8,186,0.0,2,1,9,1,3,perhour,2,2,0,0,[],[],34934573,0.0,-7.4
3.6054083717661665,000205Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1450,1650,113.1,225.72,-704,4036,none,A5,36.139107,-79.883403,8,186,0.413,2,1,10,1,3,perhour,2,2,0,0,[],[],24956991,0.0,-6.9
8.464137329295776,000205Z,ac8289,adsb_icao,JBU291  ,N905JB,A321,34000,35650,431.6,216.05,0,3475,none,A3,36.208843,-79.829816,8,186,0.054,2,1,10,2,3,perhour,2,2,0,0,[],[],45767985,0.1,-12.4
3.4469530353102837,000210Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1400,1600,113.9,226.07,-576,4036,none,A5,36.137238,-79.885712,8,186,0.422,2,1,10,1,3,perhour,2,2,0,0,[],[],24957024,0.2,-7.3
7.859941933734053,000210Z,ac8289,adsb_icao,JBU291  ,N905JB,A321,34000,35650,431.6,216.05,0,3475,none,A3,36.200684,-79.837132,8,186,0.005,2,1,10,2,3,perhour,2,2,0,0,[],[],45768032,0.0,-9.0
3.2906226136457297,000215Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1350,1525,113.9,226.07,-384,4036,none,A5,36.135452,-79.888058,8,186,0.339,2,1,10,1,3,perhour,2,2,0,0,[],[],24957060,0.0,-6.1
7.279973021577758,000215Z,ac8289,adsb_icao,JBU291  ,N905JB,A321,34000,35675,431.6,216.05,0,3475,none,A3,36.192875,-79.844192,8,186,0.16,2,1,10,2,3,perhour,2,2,0,0,[],[],45768086,0.1,-10.3
3.1337995556582157,000220Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1300,1475,114.6,225.71,-640,4036,none,A5,36.133614,-79.890357,8,186,0.413,2,1,10,1,3,perhour,2,2,0,0,[],[],24957095,0.2,-6.9
6.6621772984914065,000220Z,ac8289,adsb_icao,JBU291  ,N905JB,A321,34025,35675,431.6,216.05,0,3475,none,A3,36.184525,-79.851665,8,186,0.0,2,1,10,2,3,perhour,2,2,0,0,[],[],45768133,0.0,-9.2
2.9725687504076324,000225Z,a0a480,adsb_icao,UPS5274 ,N140UP,A306,1250,1425,116.0,225.7,-384,4036,none,A5,36.131752,-79.892753,8,186,0.273,2,1,10,1,3,perhour,2,2,0,0,[],[],24957130,0.2,-8.2
6.059746160613653,000225Z,ac8289,adsb_icao,JBU291  ,N905JB,A321,34000,35650,431.6,216.05,0,3475,none,A3,36.176396,-79.858976,8,186,0.0,2,1,10,2,3,perhour,2,2,0,0,[],[],45768183,0.0,-13.3
