Dist to GSO,Time,Hex,DS Type,Flight #,Aircraft_Reg,Aircraft_Type,Altitude Baro,Altitude Geom,Ground Speed,Track,Baro Rate,Squawk,Emergency,Category,Latitude,Longitude,NIC Navigation Integrity Category,RC Navigation Accuracy Category,Seen Position,Version,NIC Baro,NAC P,NAC V,SIL Source Integrity Level ,SIL Type,GVA,SDA System Design Assurance,Alert,SPI,MLAT,TISB,Messages,Seen,RSSI
3.948049132760518,000000Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29125,30800,475.2,51.32,-448,3164,none,A4,36.111786,-79.857788,8,186,0.15,2,1,10,2,3,perhour,2,2,0,0,[],[],32066511,0.0,-6.7
4.535615161257371,000005Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29100,30775,474.2,53.66,-256,3164,none,A4,36.118205,-79.847289,8,186,0.199,2,1,10,2,3,perhour,2,2,0,0,[],[],32066557,0.0,-10.9
5.163098223192307,000010Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29075,30750,473.7,54.36,-192,3164,none,A4,36.124695,-79.836216,8,186,0.206,2,1,10,2,3,perhour,2,2,0,0,[],[],32066605,0.0,-8.9
5.784296197112827,000015Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29050,30725,472.9,54.29,-192,3164,none,A4,36.131007,-79.825375,8,186,0.165,2,1,10,2,3,perhour,2,2,0,0,[],[],32066651,0.1,-10.7
6.453388343209033,000020Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29025,30700,470.9,54.42,-192,3164,none,A4,36.137757,-79.813804,8,186,0.0,2,1,10,2,3,perhour,2,2,0,0,[],[],32066697,0.0,-15.8
7.045586890320798,000025Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29025,30675,470.3,54.52,-64,3164,none,A4,36.143646,-79.8036,8,186,0.336,2,1,10,2,3,perhour,2,2,0,0,[],[],32066744,0.2,-8.8
7.713671005840469,000030Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29000,30650,469.8,54.62,-64,3164,none,A4,36.150233,-79.792123,8,186,0.056,2,1,10,2,3,perhour,2,2,0,0,[],[],32066789,0.1,-10.1
8.314588544251853,000035Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29000,30650,468.6,54.82,0,3164,none,A4,36.156146,-79.781838,8,186,0.355,2,1,10,2,3,perhour,2,2,0,0,[],[],32066840,0.1,-9.5
8.94616912627706,000040Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29000,30650,468.0,54.92,-128,3164,none,A4,36.162323,-79.771042,8,186,0.428,2,1,10,2,3,perhour,2,2,0,0,[],[],32066889,0.1,-7.6
9.639275449407954,000045Z,a71aad,adsb_icao,DAL1348 ,N557NW,B752,29000,30650,468.8,54.99,0,3164,none,A4,36.169052,-79.759197,8,186,0.035,2,1,10,2,3,perhour,2,2,0,0,[],[],32066930,0.0,-8.9
9.90095314560077,000100Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31025,32825,463.8,53.95,,2046,none,A3,36.117508,-80.139942,8,186,0.516,2,1,10,1,3,perhour,2,2,0,0,[],[],51033132,0.1,-7.3
9.41729246467528,000105Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31150,32950,463.0,53.87,,2046,none,A3,36.124211,-80.128667,8,186,0.223,2,1,10,1,3,perhour,2,2,0,0,[],[],51033178,0.1,-14.3
8.981077133195416,000110Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31250,33050,461.6,53.9,,2046,none,A3,36.130495,-80.117973,8,186,0.133,2,1,10,1,3,perhour,2,2,0,0,[],[],51033228,0.0,-10.2
8.559016339022685,000115Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31325,33150,461.6,53.9,,2046,none,A3,36.137059,-80.106928,8,186,0.0,2,1,10,1,3,perhour,2,2,0,0,[],[],51033274,0.0,-12.9
8.182561686684975,000120Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31450,33250,460.8,53.83,,2046,none,A3,36.143344,-80.096293,8,186,0.02,2,1,10,1,3,perhour,2,2,0,0,[],[],51033320,0.0,-10.6
7.873122201603059,000125Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31550,33350,460.2,53.93,,2046,none,A3,36.149002,-80.086727,8,186,0.509,2,1,10,1,3,perhour,2,2,0,0,[],[],51033365,0.1,-10.3
7.544204328957433,000130Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31650,33475,458.8,53.95,,2046,none,A3,36.155777,-80.075283,8,186,0.095,2,1,10,1,3,perhour,2,2,0,0,[],[],51033415,0.1,-9.1
7.285848750892864,000135Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31750,33575,458.0,53.88,,2046,none,A3,36.162003,-80.064754,8,186,0.121,2,1,10,1,3,perhour,2,2,0,0,[],[],51033462,0.1,-14.6
7.072676024388467,000140Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31850,33675,458.0,53.88,,2046,none,A3,36.168228,-80.054169,8,186,0.096,2,1,10,1,3,perhour,2,2,0,0,[],[],51033510,0.0,-17.6
6.918974409927662,000145Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,31950,33800,456.6,53.91,,2046,none,A3,36.174225,-80.044041,8,186,0.244,2,1,10,1,3,perhour,2,2,0,0,[],[],51033557,0.0,-9.4
6.81528312219584,000150Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32025,33875,456.6,53.91,,2046,none,A3,36.180353,-80.033706,8,186,0.373,2,1,10,1,3,perhour,2,2,0,0,[],[],51033603,0.0,-16.4
6.764522560790038,000155Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32100,33950,456.6,53.91,,2046,none,A3,36.186951,-80.022526,8,186,0.124,2,1,10,1,3,perhour,2,2,0,0,[],[],51033651,0.0,-17.0
6.778075737297987,000200Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32175,34025,456.6,53.91,,2046,none,A3,36.193176,-80.011997,8,186,0.063,2,1,10,1,3,perhour,2,2,0,0,[],[],51033697,0.1,-17.0
6.847139076225324,000205Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32275,34150,456.6,53.91,,2046,none,A3,36.199253,-80.001682,8,186,0.14,2,1,10,1,3,perhour,2,2,0,0,[],[],51033744,0.0,-12.1
9.42816475036023,000210Z,a59b5e,adsb_icao,UAL2634 ,N460UA,A320,33000,34950,457.0,40.21,0,2501,none,A3,35.961092,-80.032946,8,186,0.045,2,1,9,1,3,perhour,2,2,0,0,[],[],43943525,0.0,-13.0
6.974920492712055,000210Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32350,34200,456.1,54.01,,2046,none,A3,36.205491,-79.991104,8,186,0.203,2,1,10,1,3,perhour,2,2,0,0,[],[],51033788,0.0,-8.4
8.856147023715675,000215Z,a59b5e,adsb_icao,UAL2634 ,N460UA,A320,33000,34950,457.0,40.21,0,2501,none,A3,35.968493,-80.025174,8,186,0.587,2,1,9,1,3,perhour,2,2,0,0,[],[],43943575,0.2,-12.2
7.155980997136643,000215Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32475,34350,455.2,53.94,,2046,none,A3,36.211682,-79.980644,8,186,0.204,2,1,10,1,3,perhour,2,2,0,0,[],[],51033831,0.0,-10.7
8.16219373578486,000220Z,a59b5e,adsb_icao,UAL2634 ,N460UA,A320,33000,34950,457.0,40.21,0,2501,none,A3,35.977524,-80.015774,8,186,0.0,2,1,9,1,3,perhour,2,2,0,0,[],[],43943621,0.0,-10.5
7.389859123239985,000220Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32600,34450,453.8,53.96,,2046,none,A3,36.217987,-79.969883,8,186,0.025,2,1,10,1,3,perhour,2,2,0,0,[],[],51033877,0.0,-10.3
7.630131390047462,000225Z,a59b5e,adsb_icao,UAL2634 ,N460UA,A320,33000,34950,457.0,40.21,0,2501,none,A3,35.984482,-80.008564,8,186,0.531,2,1,9,1,3,perhour,2,2,0,0,[],[],43943670,0.1,-16.2
7.672180141291621,000225Z,a35949,adsb_icao,JBU2278 ,N3149J,BCS3,32700,34575,453.8,53.96,,2046,none,A3,36.224298,-79.959256,8,186,0.0,2,1,10,1,3,perhour,2,2,0,0,[],[],51033919,0.0,-7.9
6.990677428529702,000230Z,a59b5e,adsb_icao,UAL2634 ,N460UA,A320,33000,34950,456.9,40.38,64,2501,none,A3,35.992859,-79.999809,8,186,0.475,2,1,9,1,3,perhour,2,2,0,0,[],[],43943717,0.1,-9.5
